3cpio	0.14.0-1ubuntu1
libruby3.3:amd64	3.3.8-2ubuntu3.1
librygel-core-2.8-0:amd64	45.0-1ubuntu1
librygel-db-2.8-0:amd64	45.0-1ubuntu1
librygel-renderer-2.8-0:amd64	45.0-1ubuntu1
librygel-server-2.8-0:amd64	45.0-1ubuntu1
libsamplerate0:amd64	0.2.2-4build2
libsane-common	1.4.0-1ubuntu1
libsane-hpaio:amd64	3.24.4+dfsg0-0ubuntu8.1
libsane1:amd64	1.4.0-1ubuntu1
libsasl2-2:amd64	2.1.28+dfsg1-9ubuntu3
libsasl2-modules:amd64	2.1.28+dfsg1-9ubuntu3
libsasl2-modules-db:amd64	2.1.28+dfsg1-9ubuntu3
libsasl2-modules-gssapi-mit:amd64	2.1.28+dfsg1-9ubuntu3
libsbc1:amd64	2.1-1build1
libsdbus-c++2:amd64	2.2.1-1
libsdl2-2.0-0:amd64	2.32.10+dfsg-6
libsdl2-classic:amd64	2.32.10+dfsg-6
libsdl3-0:amd64	3.4.2+ds-1ubuntu1
libseat1:amd64	0.9.2-2
libseccomp2:amd64	2.6.0-2ubuntu5
libsecret-1-0:amd64	0.21.7-2build1
libsecret-common	0.21.7-2build1
libsecret-tools	0.21.7-2build1
libselinux-dev:amd64	3.9-4build1
libselinux1:amd64	3.9-4build1
libsemanage-common	3.9-1build1
libsemanage2:amd64	3.9-1build1
libsensors-config	1:3.6.2-2build1
libsensors5:amd64	1:3.6.2-2build1
libsensors5:i386	1:3.6.2-2build1
libsepol-dev:amd64	3.9-2
libsepol2:amd64	3.9-2
libserd-0-0:amd64	0.32.6-1
libsframe3:amd64	2.46-3ubuntu2
libsgutils2-1.48:amd64	1.48-3ubuntu3
libsharpyuv0:amd64	1.5.0-0.1build1
libshine3:amd64	3.1.1-3build1
libshout3:amd64	2.4.6-1build3
libsidplay1v5:amd64	1.36.60-1build2
libsigc++-2.0-0v5:amd64	2.12.1-4build1
libsigc++-3.0-0:amd64	3.6.0-2build1
libsignon-plugins-common1:amd64	8.61+git20231015.c8ad982-8
libsignon-qt6-1:amd64	8.61+git20231015.c8ad982-8
libsimdjson29:amd64	4.2.4-1
libsimdutf31:amd64	8.0.0-1
libslang2:amd64	2.3.3-5build1
libslirp0:amd64	4.9.1-1ubuntu1.1
libsm-dev:amd64	2:1.2.6-1build1
libsm6:amd64	2:1.2.6-1build1
libsmartcols1:amd64	2.41.3-3ubuntu2
libsmbclient0:amd64	2:4.23.6+dfsg-1ubuntu2.2
libsnapd-glib-2-1:amd64	1.72-0ubuntu3
libsnappy1v5:amd64	1.2.2-2
libsndfile1:amd64	1.2.2-4
libsndio7.0:amd64	1.10.0-0.2
libsnmp-base	5.9.4+dfsg-2ubuntu3
libsnmp40t64:amd64	5.9.4+dfsg-2ubuntu3
libsocket++1:amd64	1.12.13+git20131030.5d039ba-2
libsodium23:amd64	1.0.18-2
libsonic0:amd64	0.2.0-13build2
libsord-0-0:amd64	0.16.20-1
libsoundtouch1:amd64	2.4.0+ds-1build1
libsoup-3.0-0:amd64	3.6.6-1
libsoup-3.0-common	3.6.6-1
libsource-highlight-common	3.1.9-4.3build2
libsource-highlight4t64:amd64	3.1.9-4.3build2
libsox-fmt-alsa:amd64	14.7.0.9+ds1-1
libsox-fmt-base:amd64	14.7.0.9+ds1-1
libsox-ng3:amd64	14.7.0.9+ds1-1
libsoxr0:amd64	0.1.3-4.1
libspa-0.2-bluetooth:amd64	1.6.2-1ubuntu1.1
libspa-0.2-libcamera:amd64	1.6.2-1ubuntu1.1
libspa-0.2-modules:amd64	1.6.2-1ubuntu1.1
libspa-0.2-modules-extra:amd64	1.6.2-1ubuntu1.1
libspandsp2t64:amd64	0.0.6+dfsg-2.2build2
libspatialite8t64:amd64	5.1.0-3ubuntu2
libspdlog1.15:amd64	1:1.15.3+ds-1build1
libspectre1:amd64	0.2.12-2
libspeechd-module0:amd64	0.12.1-2ubuntu1
libspeechd2:amd64	0.12.1-2ubuntu1
libspeex1:amd64	1.2.1-3build1
libspeexdsp1:amd64	1.2.1-3build1
libspelling-1-2:amd64	0.4.9-1build1
libspelling-common	0.4.9-1build1
libspice-server1:amd64	0.16.0-1
libspnav0	1.2-1build1
libspreadsheet-parseexcel-perl	0.6600-1
libspreadsheet-writeexcel-perl	2.40-4
libsqlite3-0:amd64	3.46.1-9ubuntu0.2
libsratom-0-0:amd64	0.6.20-1
libsrt1.5-gnutls:amd64	1.5.4-3
libsrt1.5-openssl:amd64	1.5.4-3
libsrtp2-1:amd64	2.7.0-3build1
libss2:amd64	1.47.2-3ubuntu4
libssh-4:amd64	0.11.3-1ubuntu1
libssh2-1t64:amd64	1.11.1-1ubuntu0.26.04.3
libssl-dev:amd64	3.5.5-1ubuntu3.3
libssl3t64:amd64	3.5.5-1ubuntu3.3
libsss-certmap0	2.12.0-1ubuntu5.1
libsss-idmap0	2.12.0-1ubuntu5.1
libsss-nss-idmap0	2.12.0-1ubuntu5.1
libstartup-notification0:amd64	0.12-8build1
libstdc++-15-dev:amd64	15.2.0-16ubuntu1
libstdc++6:amd64	16-20260322-1ubuntu1
libstdc++6:i386	16-20260322-1ubuntu1
libstemmer0d:amd64	3.0.1-1
libsubid5:amd64	1:4.17.4-2ubuntu3
libsuitesparseconfig7:amd64	1:7.12.2+dfsg-1ubuntu1
libsuperlu7:amd64	7.0.1+dfsg1-2build1
libsvtav1enc2:amd64	2.3.0+dfsg-1build1
libswresample6:amd64	7:8.0.1-3ubuntu2
libswscale9:amd64	7:8.0.1-3ubuntu2
libsynctex2:amd64	2025.20250727.75242+ds-5build1
libsysprof-6-6:amd64	50.0-1
libsysprof-6-modules:amd64	50.0-1
libsysprof-capture-4-dev:amd64	50.0-1
libsystemd-dev:amd64	259.5-0ubuntu3
libsystemd-shared:amd64	259.5-0ubuntu3
libsystemd0:amd64	259.5-0ubuntu3
libsz2:amd64	1.1.5-1
libtag2:amd64	2.2.1-3
libtalloc2:amd64	2:2.4.3+samba4.23.6+dfsg-1ubuntu2.2
libtasn1-6:amd64	4.21.0-2
libtbb12:amd64	2022.3.0-2
libtbbbind-2-5:amd64	2022.3.0-2
libtbbmalloc2:amd64	2022.3.0-2
libtcl8.6:amd64	8.6.17+dfsg-1build1
libtdb1:amd64	2:1.4.14+samba4.23.6+dfsg-1ubuntu2.2
libteamdctl0:amd64	1.31-1build4
libteckit0:amd64	2.5.13+ds-1
libtensorflow-lite2.14.1:amd64	2.14.1+dfsg-3build1
libtesseract5:amd64	5.5.0-1build1
libtevent0t64:amd64	2:0.17.1+samba4.23.6+dfsg-1ubuntu2.2
libtexlua53-5:amd64	2025.20250727.75242+ds-5build1
libtext-charwidth-perl:amd64	0.04-11build4
libtext-iconv-perl:amd64	1.7-8.1
libtext-wrapi18n-perl	0.06-10
libthai-data	0.1.30-1
libthai0:amd64	0.1.30-1
libtheora1:amd64	1.2.0+dfsg-6
libtheoradec2:amd64	1.2.0+dfsg-6
libtheoraenc2:amd64	1.2.0+dfsg-6
libtie-ixhash-perl	1.23-4
libtiff6:amd64	4.7.0-3ubuntu4
libtimedate-perl	2.3300-2
libtinfo6:amd64	6.6+20251231-1
libtinfo6:i386	6.6+20251231-1
libtinysparql-3.0-0:amd64	3.11.0-1
libtinyxml2-11:amd64	11.0.0+dfsg-1build1
libtirpc-common	1.3.7-0.1
libtirpc3t64:amd64	1.3.7-0.1
libtk8.6:amd64	8.6.17-1build1
libtomlplusplus3t64:amd64	3.4.0+ds-0.2build2
libtotem-plparser-common	3.26.6-3
libtotem-plparser18:amd64	3.26.6-3
libtraceevent1:amd64	1:1.8.7-1
libtraceevent1-plugin:amd64	1:1.8.7-1
libtracefs1:amd64	1.8.2-1ubuntu1
libtry-tiny-perl	0.32-1
libts0t64:amd64	1.22-1.1build2
libtsan2:amd64	16-20260322-1ubuntu1
libtss2-esys-3.0.2-0t64:amd64	4.1.3-6
libtss2-mu-4.0.1-0t64:amd64	4.1.3-6
libtss2-rc0t64:amd64	4.1.3-6
libtss2-sys1t64:amd64	4.1.3-6
libtss2-tcti-cmd0t64:amd64	4.1.3-6
libtss2-tcti-device0t64:amd64	4.1.3-6
libtss2-tcti-libtpms0t64:amd64	4.1.3-6
libtss2-tcti-mssim0t64:amd64	4.1.3-6
libtss2-tcti-spi-helper0t64:amd64	4.1.3-6
libtss2-tcti-swtpm0t64:amd64	4.1.3-6
libtss2-tctildr0t64:amd64	4.1.3-6
libtumbler-1-0t64:amd64	4.20.1-1
libtwolame0:amd64	0.4.0-2build4
libtypes-serialiser-perl	1.01-1
libubsan1:amd64	16-20260322-1ubuntu1
libuchardet0:amd64	0.0.8-2
libudev1:amd64	259.5-0ubuntu3
libudfread3:amd64	1.2.0-2
libudis86-0	0+20221013-1.1build1
libudisks2-0:amd64	2.10.91-1ubuntu2
libunibreak6:amd64	6.1-3build1
libunicode-map-perl	0.112-13build5
libunistring5:amd64	1.3-2build1
libunistring5:i386	1.3-2build1
libunity-protocol-private0:amd64	7.1.4+19.04.20190319-6.1ubuntu1
libunity-scopes-json-def-desktop	7.1.4+19.04.20190319-6.1ubuntu1
libunity9	7.1.4+19.04.20190319-6.1ubuntu1
libuno-cppu3t64	4:26.2.4.2-0ubuntu0.26.04.2
libuno-cppuhelpergcc3-3t64	4:26.2.4.2-0ubuntu0.26.04.2
libuno-purpenvhelpergcc3-3t64	4:26.2.4.2-0ubuntu0.26.04.2
libuno-sal3t64	4:26.2.4.2-0ubuntu0.26.04.2
libuno-salhelpergcc3-3t64	4:26.2.4.2-0ubuntu0.26.04.2
libunwind8:amd64	1.8.3-0ubuntu1
libupower-glib3:amd64	1.91.1-1
liburcu8t64:amd64	0.15.6-1
liburi-perl	5.34-2build1
liburing2:amd64	2.14-1
liburiparser1:amd64	0.9.8+dfsg-2build1
libusb-1.0-0:amd64	2:1.0.29-2build1
libusbmuxd-2.0-7:amd64	2.1.1-1
libusbredirparser1t64:amd64	0.15.0-1build1
libutf8proc3:amd64	2.10.0-2
libuuid1:amd64	2.41.3-3ubuntu2
libuv1-dev:amd64	1.51.0-2ubuntu1
libuv1t64:amd64	1.51.0-2ubuntu1
libv4l-0t64:amd64	1.32.0-2ubuntu1
libv4lconvert0t64:amd64	1.32.0-2ubuntu1
libva-drm2:amd64	2.23.0-1ubuntu1
libva-x11-2:amd64	2.23.0-1ubuntu1
libva2:amd64	2.23.0-1ubuntu1
libvdpau1:amd64	1.5-4
libvidstab1.1:amd64	1.1.0-2.1
libvirglrenderer1:amd64	1.2.0-2ubuntu2
libvisio-0.1-1:amd64	0.1.10-1build1
libvisual-0.4-0:amd64	0.4.2-4
libvncclient1:amd64	0.9.15+dfsg-3ubuntu0.2
libvo-aacenc0:amd64	0.1.3-3build1
libvo-amrwbenc0:amd64	0.1.3-2build2
libvolume-key1:amd64	0.3.12-10build2
libvorbis0a:amd64	1.3.7-3build2
libvorbisenc2:amd64	1.3.7-3build2
libvorbisfile3:amd64	1.3.7-3build2
libvpl2	1:2.16.0-1
libvpx12:amd64	1.16.0-3
libvte-2.91-0:amd64	0.84.0-2
libvte-2.91-common	0.84.0-2
libvte-2.91-gtk4-0:amd64	0.84.0-2
libvulkan1:amd64	1.4.341.0-1
libwacom-common	2.18.0-1
libwacom9:amd64	2.18.0-1
libwavpack1:amd64	5.9.0-1
libwayland-bin	1.24.0-2
libwayland-client0:amd64	1.24.0-2
libwayland-client0:i386	1.24.0-2
libwayland-cursor0:amd64	1.24.0-2
libwayland-dev:amd64	1.24.0-2
libwayland-egl1:amd64	1.24.0-2
libwayland-server0:amd64	1.24.0-2
libwayland-server0:i386	1.24.0-2
libwbclient0:amd64	2:4.23.6+dfsg-1ubuntu2.2
libwebkit2gtk-4.1-0:amd64	2.52.3-0ubuntu0.26.04.2
libwebkitgtk-6.0-4:amd64	2.52.3-0ubuntu0.26.04.2
libwebp7:amd64	1.5.0-0.1build1
libwebpdemux2:amd64	1.5.0-0.1build1
libwebpmux3:amd64	1.5.0-0.1build1
libwebrtc-audio-processing-1-3:amd64	1.3-3build2
libwhoopsie-preferences0	23build4
libwhoopsie0:amd64	0.2.82ubuntu
libwildmidi2:amd64	0.4.6-1
libwinpr3-3:amd64	3.30.0+dfsg-0ubuntu0.26.04.2
libwireplumber-0.5-0:amd64	0.5.13-1ubuntu1
libwmf-0.2-7:amd64	0.2.14-1
libwmf-0.2-7-gtk:amd64	0.2.14-1
libwmflite-0.2-7:amd64	0.2.14-1
libwnck-3-0:amd64	43.3-1build1
libwnck-3-common	43.3-1build1
libwoff1:amd64	1.0.2-3
libwpd-0.10-10:amd64	0.10.3-2build3
libwpg-0.3-3:amd64	0.3.4-3build2
libwps-0.4-4:amd64	0.4.14-2build2
libwrap0:amd64	7.6.q-36build2
libwww-perl	6.81-1ubuntu0.1
libwww-robotrules-perl	6.02-1build1
libx11-6:amd64	2:1.8.13-1
libx11-6:i386	2:1.8.13-1
libx11-data	2:1.8.13-1
libx11-dev:amd64	2:1.8.13-1
libx11-protocol-perl	0.56-9
libx11-xcb1:amd64	2:1.8.13-1
libx11-xcb1:i386	2:1.8.13-1
libx264-165:amd64	2:0.165.3222+gitb35605ac-3build1
libx265-215:amd64	4.1-4
libx86-1:amd64	1.1+ds1-13build1
libxau-dev:amd64	1:1.0.11-1build2
libxau6:amd64	1:1.0.11-1build2
libxau6:i386	1:1.0.11-1build2
libxaw7:amd64	2:1.0.16-1build1
libxcb-composite0:amd64	1.17.0-2ubuntu1
libxcb-cursor0:amd64	0.1.6-1
libxcb-damage0:amd64	1.17.0-2ubuntu1
libxcb-dri2-0:amd64	1.17.0-2ubuntu1
libxcb-dri3-0:amd64	1.17.0-2ubuntu1
libxcb-dri3-0:i386	1.17.0-2ubuntu1
libxcb-errors0:amd64	1.0.1-4build1
libxcb-glx0:amd64	1.17.0-2ubuntu1
libxcb-icccm4:amd64	0.4.2-1build1
libxcb-image0:amd64	0.4.0-2build2
libxcb-keysyms1:amd64	0.4.1-1build1
libxcb-present0:amd64	1.17.0-2ubuntu1
libxcb-present0:i386	1.17.0-2ubuntu1
libxcb-randr0:amd64	1.17.0-2ubuntu1
libxcb-randr0:i386	1.17.0-2ubuntu1
libxcb-render-util0:amd64	0.3.10-1build1
libxcb-render0:amd64	1.17.0-2ubuntu1
libxcb-render0-dev:amd64	1.17.0-2ubuntu1
libxcb-res0:amd64	1.17.0-2ubuntu1
libxcb-shape0:amd64	1.17.0-2ubuntu1
libxcb-shm0:amd64	1.17.0-2ubuntu1
libxcb-shm0-dev:amd64	1.17.0-2ubuntu1
libxcb-sync1:amd64	1.17.0-2ubuntu1
libxcb-sync1:i386	1.17.0-2ubuntu1
libxcb-util1:amd64	0.4.1-1build1
libxcb-xfixes0:amd64	1.17.0-2ubuntu1
libxcb-xfixes0:i386	1.17.0-2ubuntu1
libxcb-xinerama0:amd64	1.17.0-2ubuntu1
libxcb-xinput0:amd64	1.17.0-2ubuntu1
libxcb-xkb1:amd64	1.17.0-2ubuntu1
libxcb-xv0:amd64	1.17.0-2ubuntu1
libxcb1:amd64	1.17.0-2ubuntu1
libxcb1:i386	1.17.0-2ubuntu1
libxcb1-dev:amd64	1.17.0-2ubuntu1
libxcomposite1:amd64	1:0.4.6-1build1
libxcursor1:amd64	1:1.2.3-1build1
libxcvt0:amd64	0.1.3-1build1
libxdamage1:amd64	1:1.1.7-1
libxdmcp-dev:amd64	1:1.1.5-2
libxdmcp6:amd64	1:1.1.5-2
libxdmcp6:i386	1:1.1.5-2
libxerces-c3.2t64:amd64	3.2.4+debian-1.3build2
libxext-dev:amd64	2:1.3.4-1build3
libxext6:amd64	2:1.3.4-1build3
libxext6:i386	2:1.3.4-1build3
libxfce4panel-2.0-4	4.20.7-1
libxfce4ui-2-0:amd64	4.20.2-1
libxfce4ui-common	4.20.2-1
libxfce4util-bin	4.20.1-1build1
libxfce4util-common	4.20.1-1build1
libxfce4util7:amd64	4.20.1-1build1
libxfce4windowing-0-0:amd64	4.20.5-1
libxfce4windowing-common	4.20.5-1
libxfconf-0-3:amd64	4.20.0-1build1
libxfixes3:amd64	1:6.0.0-2build2
libxfont2:amd64	1:2.0.6-2ubuntu0.2
libxft2:amd64	2.3.6-1build2
libxi6:amd64	2:1.8.2-2
libxinerama1:amd64	2:1.1.4-3build2
libxkbcommon-x11-0:amd64	1.13.1-1
libxkbcommon0:amd64	1.13.1-1
libxkbfile1:amd64	1:1.1.0-1build5
libxkbregistry0:amd64	1.13.1-1
libxml-parser-perl	2.47-1ubuntu1
libxml-twig-perl	1:3.54-1build1
libxml-xpathengine-perl	0.14-2
libxml2:amd64	2.9.14+dfsg-1.3ubuntu3.7
libxml2-16:amd64	2.15.2+dfsg-0.1ubuntu0.1
libxml2-16:i386	2.15.2+dfsg-0.1ubuntu0.1
libxmlb2:amd64	0.3.24-2
libxmlsec1-1:amd64	1.3.9-1
libxmlsec1-nss1:amd64	1.3.9-1
libxmu6:amd64	2:1.1.3-4
libxmuu1:amd64	2:1.1.3-4
libxnnpack0.20241108:amd64	0.0~git20241108.4ea82e5-2build1
libxnvctrl0:amd64	510.47.03-0ubuntu7
libxpm4:amd64	1:3.5.17-1ubuntu0.26.04.1
libxrandr2:amd64	2:1.5.4-1build1
libxrender-dev:amd64	1:0.9.12-1build1
libxrender1:amd64	1:0.9.12-1build1
libxres1:amd64	2:1.2.1-1build2
libxshmfence1:amd64	1.3.3-1build1
libxshmfence1:i386	1.3.3-1build1
libxslt1.1:amd64	1.1.45-0.1
libxss1:amd64	1:1.2.3-1build4
libxt-dev:amd64	1:1.2.1-1.3build1
libxt6t64:amd64	1:1.2.1-1.3build1
libxtables12:amd64	1.8.11-2ubuntu3
libxtst6:amd64	2:1.2.5-1build1
libxv1:amd64	2:1.0.13-1
libxvidcore4:amd64	2:1.3.7-3
libxvmc1:amd64	2:1.0.12-2build4
libxxf86dga1:amd64	2:1.1.5-1build2
libxxf86vm1:amd64	1:1.1.4-2
libxxhash0:amd64	0.8.3-2build1
libyajl2:amd64	2.1.0-5.1
libyaml-0-2:amd64	0.2.5-2build3
libyelp-1-0:amd64	49.0-5
libyuv0:amd64	0.0.1922.20260106-1
libzbar0t64:amd64	0.23.93-9ubuntu1
libze1:amd64	1.28.2-2
libzen0t64:amd64	0.4.41-4
libzimg2:amd64	3.0.6+ds1-1
libzip4t64:amd64	1.7.3-1.1ubuntu2
libzip5:amd64	1.11.4-2
libzix-0-0:amd64	0.8.0-1
libzmq5:amd64	4.3.5-1build3
libzstd1:amd64	1.5.7+dfsg-3
libzstd1:i386	1.5.7+dfsg-3
libzvbi-common	0.2.44-1ubuntu2
libzvbi0t64:amd64	0.2.44-1ubuntu2
libzxing3:amd64	2.3.0-5
libzzip-0-13t64:amd64	0.13.78+dfsg.1-0.2
linux-base	4.15ubuntu5
linux-firmware	20260319.git217ca6e4.1ubuntu
linux-firmware-amd-graphics	20260319.git217ca6e4-0ubuntu3
linux-firmware-amd-misc	20260319.git217ca6e4-0ubuntu1
linux-firmware-broadcom-wireless	20260319.git217ca6e4-0ubuntu1
linux-firmware-intel-graphics	20260319.git217ca6e4-0ubuntu2
linux-firmware-intel-misc	20260319.git217ca6e4-0ubuntu1
linux-firmware-intel-wireless	20260319.git217ca6e4-0ubuntu2
linux-firmware-marvell-prestera	20260319.git217ca6e4-0ubuntu1
linux-firmware-marvell-wireless	20260319.git217ca6e4-0ubuntu1
linux-firmware-mediatek	20260319.git217ca6e4-0ubuntu1
linux-firmware-mellanox-spectrum	20260319.git217ca6e4-0ubuntu1
linux-firmware-misc	20260319.git217ca6e4-0ubuntu2
linux-firmware-netronome	20260319.git217ca6e4-0ubuntu1
linux-firmware-nvidia-graphics	20260319.git217ca6e4-0ubuntu1
linux-firmware-qlogic	20260319.git217ca6e4-0ubuntu1
linux-firmware-qualcomm-graphics	20260319.git217ca6e4-0ubuntu1
linux-firmware-qualcomm-misc	20260319.git217ca6e4-0ubuntu2
linux-firmware-qualcomm-wireless	20260319.git217ca6e4-0ubuntu1
linux-firmware-realtek	20260319.git217ca6e4-0ubuntu1
linux-generic	7.0.0-29.29
linux-generic-hwe-24.04	7.0.0-29.29
linux-generic-hwe-26.04	7.0.0-29.29
linux-headers-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-headers-6.17.0-29-generic	6.17.0-29.29~24.04.1
linux-headers-7.0.0-22	7.0.0-22.22
linux-headers-7.0.0-22-generic	7.0.0-22.22
linux-headers-7.0.0-29	7.0.0-29.29
linux-headers-7.0.0-29-generic	7.0.0-29.29
linux-headers-generic	7.0.0-29.29
linux-headers-generic-hwe-26.04	7.0.0-29.29
linux-hwe-6.14-headers-6.14.0-37	6.14.0-37.37~24.04.1
linux-hwe-6.17-headers-6.17.0-29	6.17.0-29.29~24.04.1
linux-image-6.14.0-36-generic	6.14.0-36.36~24.04.1
linux-image-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-image-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-image-6.17.0-19-generic	6.17.0-19.19~24.04.2
linux-image-6.17.0-20-generic	6.17.0-20.20~24.04.1
linux-image-6.17.0-22-generic	6.17.0-22.22~24.04.1
linux-image-6.17.0-23-generic	6.17.0-23.23~24.04.1
linux-image-6.17.0-29-generic	6.17.0-29.29~24.04.1
linux-image-7.0.0-15-generic	7.0.0-15.15
linux-image-7.0.0-22-generic	7.0.0-22.22
linux-image-7.0.0-27-generic	7.0.0-27.27
linux-image-7.0.0-28-generic	7.0.0-28.28
linux-image-7.0.0-29-generic	7.0.0-29.29
linux-image-generic	7.0.0-29.29
linux-image-generic-hwe-26.04	7.0.0-29.29
linux-libc-dev:amd64	7.0.0-29.29
linux-main-modules-zfs-7.0.0-15-generic	7.0.0-15.15+1
linux-main-modules-zfs-7.0.0-22-generic	7.0.0-22.22
linux-main-modules-zfs-7.0.0-27-generic	7.0.0-27.27
linux-main-modules-zfs-7.0.0-28-generic	7.0.0-28.28+1
linux-main-modules-zfs-7.0.0-29-generic	7.0.0-29.29
linux-modules-6.14.0-36-generic	6.14.0-36.36~24.04.1
linux-modules-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-modules-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-modules-6.17.0-19-generic	6.17.0-19.19~24.04.2
linux-modules-6.17.0-20-generic	6.17.0-20.20~24.04.1
linux-modules-6.17.0-22-generic	6.17.0-22.22~24.04.1
linux-modules-6.17.0-23-generic	6.17.0-23.23~24.04.1
linux-modules-6.17.0-29-generic	6.17.0-29.29~24.04.1
linux-modules-7.0.0-15-generic	7.0.0-15.15
linux-modules-7.0.0-22-generic	7.0.0-22.22
linux-modules-7.0.0-27-generic	7.0.0-27.27
linux-modules-7.0.0-28-generic	7.0.0-28.28
linux-modules-7.0.0-29-generic	7.0.0-29.29
linux-modules-extra-6.14.0-36-generic	6.14.0-36.36~24.04.1
linux-modules-extra-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-modules-extra-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-modules-extra-6.17.0-19-generic	6.17.0-19.19~24.04.2
linux-modules-extra-6.17.0-20-generic	6.17.0-20.20~24.04.1
linux-modules-extra-6.17.0-22-generic	6.17.0-22.22~24.04.1
linux-modules-extra-6.17.0-23-generic	6.17.0-23.23~24.04.1
linux-modules-extra-6.17.0-29-generic	6.17.0-29.29~24.04.1
linux-modules-nvidia-580-6.14.0-36-generic	6.14.0-36.36~24.04.1+1
linux-modules-nvidia-580-6.14.0-37-generic	6.14.0-37.37~24.04.1+2
linux-modules-nvidia-580-6.17.0-14-generic	6.17.0-14.14~24.04.1+1
linux-modules-nvidia-580-6.17.0-19-generic	6.17.0-19.19~24.04.2
linux-modules-nvidia-580-6.17.0-20-generic	6.17.0-20.20~24.04.1
linux-modules-nvidia-580-6.17.0-22-generic	6.17.0-22.22~24.04.1+1
linux-modules-nvidia-580-6.17.0-23-generic	6.17.0-23.23~24.04.1+1
linux-modules-nvidia-580-6.17.0-29-generic	6.17.0-29.29~24.04.1+1
linux-modules-nvidia-580-7.0.0-15-generic	7.0.0-15.15+2
linux-modules-nvidia-580-7.0.0-22-generic	7.0.0-22.22
linux-modules-nvidia-580-generic-hwe-24.04	7.0.0-22.22
linux-modules-nvidia-580-generic-hwe-26.04	7.0.0-22.22
linux-objects-nvidia-580-6.14.0-36-generic	6.14.0-36.36~24.04.1+1
linux-objects-nvidia-580-6.14.0-37-generic	6.14.0-37.37~24.04.1+2
linux-objects-nvidia-580-6.17.0-14-generic	6.17.0-14.14~24.04.1+1
linux-objects-nvidia-580-6.17.0-19-generic	6.17.0-19.19~24.04.2
linux-objects-nvidia-580-6.17.0-20-generic	6.17.0-20.20~24.04.1
linux-objects-nvidia-580-6.17.0-22-generic	6.17.0-22.22~24.04.1+1
linux-objects-nvidia-580-6.17.0-23-generic	6.17.0-23.23~24.04.1+1
linux-objects-nvidia-580-6.17.0-29-generic	6.17.0-29.29~24.04.1+1
linux-objects-nvidia-580-7.0.0-15-generic	7.0.0-15.15+2
linux-objects-nvidia-580-7.0.0-22-generic	7.0.0-22.22
linux-perf	7.0.0-29.29
linux-signatures-nvidia-6.17.0-29-generic	6.17.0-29.29~24.04.1+1
linux-signatures-nvidia-7.0.0-22-generic	7.0.0-22.22
linux-sound-base	1.0.25+dfsg-0ubuntu9
linux-sysctl-defaults	4.15ubuntu5
linux-tools-7.0.0-22	7.0.0-22.22
linux-tools-7.0.0-22-generic	7.0.0-22.22
linux-tools-7.0.0-29	7.0.0-29.29
linux-tools-7.0.0-29-generic	7.0.0-29.29
linux-tools-common	7.0.0-29.29
lm-sensors	1:3.6.2-2build1
lmodern	2.005-1build1
locales	2.43-2ubuntu2.3
localsearch	3.11.0-1ubuntu1
localsearch-extractor-ffmpeg	3.11.0-1ubuntu1
localsearch-extractor-iso	3.11.0-1ubuntu1
localsearch-extractor-office	3.11.0-1ubuntu1
login	1:4.16.0-2+really2.41.3-3ubuntu2
login.defs	1:4.17.4-2ubuntu3
logrotate	3.22.0-1build1
logsave	1.47.2-3ubuntu4
loupe	50.0-0ubuntu2
lsb-release	12.1-2build1
lshw	02.19.git.2021.06.19.996aaad9c7-2.1ubuntu3
lsof	4.99.4+dfsg-2build2
lto-disabled-list	79
lxc	1:5.0.3-2ubuntu7.2
lxcfs	5.0.4-1
m17n-db	1.8.10-1build1
mailutils	1:3.20-3build1
mailutils-common	1:3.20-3build1
make	4.4.1-3
makedumpfile	1:1.7.7-1
man-db	2.13.1-1build1
manpages	6.17-1
manpages-dev	6.17-1
mate-polkit	1.26.1-6
mate-polkit-common	1.26.1-6
matugen	4.1.0ppa12
mawk	1.3.4.20260129-1
media-player-info	26-1build1
media-types	14.0.0build1
mediainfo	26.01-1
melt	7.36.1-1ubuntu3
memtest86+	8.00-3
mesa-libgallium:amd64	26.0.3-1ubuntu1
mesa-libgallium:i386	26.0.3-1ubuntu1
mesa-vulkan-drivers:amd64	26.0.3-1ubuntu1
microsoft-edge-stable	149.0.4022.69-1
mobile-broadband-provider-info	20251101-1build1
modemmanager	1.25.95-1ubuntu1
mokutil	0.7.2-2
mongodb-compass	1.48.2
mongodb-database-tools	100.4.0
mount	2.41.3-3ubuntu2
mscompress	0.4-10build2
msr-tools	1.3+git20220805.7d78c80-1build1
mtr-tiny	0.95-1.1ubuntu2
mupdf-tools	1.27.0+ds1-3ubuntu2
mutter	50.1-0ubuntu2.2
mutter-common	50.1-0ubuntu2.2
mutter-common-bin	50.1-0ubuntu2.2
mysql-common	5.8+1.1.1ubuntu2
mysql-workbench-community	8.0.44-1ubuntu24.04
mythes-en-au	2.1-8
mythes-en-us	1:25.2.3-1build1
nano	8.7.1-1ubuntu0.1
native-architecture	0.2.6build1
nautilus	1:50.0-0ubuntu2
